target,text,reason,lang_reason
4,"@Wossy yeah, and flock of seagulls haircuts ",,
0,I feel worn out and it's only Tuesday ,,
4,Listening to Gareth Emery No 79. Deep trancey with a bit of marching thrown in   #wsiyh,,
0,@JubalFlagg I wish I was dressed as a pirate ,,
4,Working...Billing System ,,
0,@princesstimetoy  I hope you feel better soon! I recently found out that my tattoo guys wife was diagnosed with MS not long ago,,
0,My exams just started  Boring.,,
4,Mmmm slim fast and a fruit cup... Yummy breakfast ,,
0,poor hubby has a massive migraine &amp; i don't know how to make it go away ,,
0,@blueberry_cream  I hope your foot feels better soon ,,
4,FNL was really fun ,,
0,@ScottishFox  I'm a n0ob &amp; have only had that once in my life. Now I'm the failure.,,
4,"@mattpro13 so basically I love you &amp; when someone tells you they love you, it's polite to say it back  &lt;3",,
0,Think I killed my Bonsai tree ,,
0,"gah, I forgot that it's saturday and the majority of my webcomics do not update over the weekend ",,
4,Special lunch and dinner...my kinda day ,,
4,it's lovely day to kill a king today.  ? http://blip.fm/~4miiw,,
0,is missing her hubby and dreading the root canal tomorrow...yikes ,,
4,"Watched He's Just Not That Into You and Slumdog Millionaire. Enjoyed both, the latter more though. ",,
0,is sat by herself  because her time management sucks!,,
0,http://twitpic.com/7rwxu Finnaaaallly doing my homework  2 down 18 to go lol,,
4,the wait is over! ,,
0,I have no desire to be making calls in ohio... Id rather be in my office ,,
0,just woke up from an accidental sleep. ,,
4,@JBnVFCLover786 haha i know ,,
4,@CarlaGomes7 isn't it great !!! we get to more people by the click of a mouse ...around the globe ,,
0,"My little brothers guinea pig died  It was quite old for a guinea pig, over seven years. Lil bro was only 11years old when he got it...",,
4,"@CarinaK yea, its really good and you look great... xo ",,
4,@sovicaryn Roast Chicken TIME!!! ,,
4,u're welcome  i`m Brazillian and I'm very sad ,,
4,"@aplusk and Amanda Peet in A lot Like Love. Loves it.. Classic, really ",,
4,i aint trynna fck ya man. errbody kno he my numba One fan ,,
0,Ughhhh !! I'm nt feelin to good !! ,,
4,@wstmjonathan proveeee itttttttttt ,,
0,"after just a day, ive run out of ideas to write on my blog  maybe my mind will sort itself out after exams!",,
0,"I wish I could actually talk to everyone on Twitter, so they could hear my stupid accent ",,
0,no one left to talk to?? Twitter died. ,,
4,@michaelmagical absolutely!! We have all summer ,,
0,"@PattinsonRobT Well some of us just want to share them, sorry you were hacked ",,
4,sorry @ricksuth for throwing my lighter at your face.  overwhelmed with exhaustion. couldn't even make it to the party tonight.,,
0,I still need a date for May 1st!!!  X-Men Origins: Wolverine was supposed to go w/@hasanlc but he saw the premiere last month ,,
4,Outside with the gzz.......bout to go out dwntwn somewhere an have fun! Lol ,,
0,"@MelanieLakin Google search: European minks, so cute but endangered ",,
0,@LilPookieJ I am definitely e-mailing my landlord tomorrow. i actually heard this one yelp when it snapped shut ,,
0,Sad that Brinkley broke her arm Saturday ,,
4,@vickytcobra It sound's very interesting. May do it in a few weeks when I can afford some really classy apples ,,
0,blisss......macdonalds always does the trick ....actually soo gutted am missing the cfest the night  close to tearssssssss ,,
4,"@RandyInman http://bit.ly/3yzpz Blog &amp; U.S. Politics &gt;Blogs demonstrate &quot;partisan politics, poor journalistic skills and duplicity.&quot; Ouch ",,
0,feel so lazy and bored ,,
0,Nearly time for me to go home. The crew are filming JK being terrified of summat. Just had two spots of rain  #dwsr,,
4,Going to m.boro  1st MTSU Sidelines meeting tonight!,,
4,"Honey, I'm home!!! ",,
4,@kimwayans I can't wait to purchase your book... I am in an interracial marriage but no children yet but working on it ,,
4,@tommcfly What made you crie? ,,
0,@bigplrbear Wow. That sucks. Sorry to hear that ,,
4,it makes sense now. let's roll with this. ,,
4,"@JonathanRKnight ok, I'm in the Coast Guard and I find this really funny, you might too. http://bit.ly/KDhdn  ",,
4,gym...beach (maybe)...hair...mani/pedi...then dinner with the boy ,,
0,@PochaccoYoly I am now jealous. Thanks ,,
0,@TwilightCentral I still haven't recieved the info  send it to me here in twitter instead as a direct message,,
0,"@dizzyyet wal-mart is kinda like target, k-mart, woolworths, coles, and big w in one. it is massive! shame you missed out ",,
0,"Still hungry but want to go on holiday nowwww  Sunshine. Funtime. Most important, tan time!!!!!!!!  http://twitpic.com/7u4tp",,
0,@styleit did you get that Gelife mani done at Dashing Diva? Mine started falling off in a few days ,,
4,http://twitpic.com/67zk5 TURKOGLU!!!! Taking pics while stuck in traffic. ,,
0,@JackAllTimeLow I wanna pre-order it through gk but I can't decide on which shirt I want. ,,
4,@joyce4david hey joycce!!!!  have u uploaded your pics and vids yet?! pls pls pls do so soon ,,
4,Good night all - or in the case of those not in the Southern Hemisphere - have a great day. ,,
0,"Where are my stuff, Dani? HAHA. Go call me again. ERRRRR. My mom`s just..  Kay. I really really wish I went to Shang &amp; i was there ! ",,
0,"shall be working at Step Ahead as a mentor again  woooo but Em's gone, n his mobile still hasn't turned up ",,
0,my AIM is broke. this is so very sad ,,
0,@Wondermaker I can't! The Patriot Act won't let me unless you're here to sign a contract! ,,
4,Trying to learn how to use twitter ,,
0,Made it back in the house &amp; realized that I forgot the sugar right after I got settled back in... ,,
4,@tommcfly were you given packed lunches? now thats cute ,,
4,Gooooodnight bitches! Text me ,,
4,@wings_butterfly non sempre Ã¨ vero ,non_english; ,non_english; 
0,my twitter background disappeared ,,
0,@BrentCorrigan00 OMFG that is so sad! RIP Dukie ,,
0,Lonely...   ,,
0,Just watched the Dateline: Taylor Swift special.. I think I wanna go see her now but C-land sold out  Ebay?,,
0,@trell_thms LOL...im sorry! U have too many hrs left..im not even gonna count! HA okay thats it..im sorry ,,
4,"@kylestern I can't recommend @ChadFowler's Passionate Programmer enough.  Applies across disciplines, so even you non-programmers count. ",,
4,good morning...  @8tracks startin' the day w/ this gr8 mix by Pshhlynnae    http://bit.ly/14AbHh,,
4,Jennifer-I am still so full from all those salads. ,,
4,Please everyone let @AmandaFClark know she's sexy - I think she's sick of hearing it from me and needs to be reminded she's beautiful ,,
4,"@lilaznangel16 no crying, y'know I always miss ya K ",,
4,FINALLY intranet I've missed yooo ,,
0,grad rehearsals make me sleepy ,,
4,@officialnjonas im glad to hear! what time is it ova there? im just curious ,,
4,No more debt for me  yeahaaa http://tinyurl.com/mqbk9s #spon,,
4,@AllTimeCassie girlie you'll be fine.  and i bet you will.,,
4,@DWcourse i know it's simple; i just meant i was so used to making them in dreamweaver that it's tedious to code them without it. ,,
0,too much sadness on SYTYCD  ,,
4,@hellobejoy you make me smile ,,
0,@ruchirfalodiya yeah just caught in that ,,
0,At the dermatologists office ,,
0,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda ,,
0,*Please upload photos onto the FB FORMAL group* ...pls make my life easier ,,
0,@kevlite mann imma b runnin around all damn day...I just wana sleep ,,
0,@oyfreakinvey I do that too! Rofl ,,
4,is going to town today ,,
0,"work, then season finale of gossip girl ",,
4,@fgjohnson bikers are allowed to smile if they have those really really long ZZTop beards. then smiling is scary too. ,,
0,Sorry everybody! Apparently Twitter isn't sending me my updates. ,,
0,"baby i need you , right here , right now ",,
4,@gfalcone601 of course it's you. you tweet all the time and you ask the coolest questions ever. you should win. ,,
0,tired but not sleepy ,,
4,"after a wonderful evening, i think it's time for bed early? who am I kidding! Pass the bottle ",,
4,watching the 2009 MTV Movie Awards ,,
4,Very nice outside sucks that im a vamp ,,
4,i painted a pretty kick ass flamingo last night ,,
0,omg i am soooo bored. i want to do something. i want to go somewhere. and i cant. ,,
4,"@bloodybunny00 not then we can meet half way  omg,  yes, soooo much to watch and discuss ",,
4,@PegasusAngel LMAO!!! Love the new glasses by the way ,,
0,"@MickWA  raining, wet and  cold   no summer at all ",,
4,eating! ,,
4,"@misskely Mum doesn't like calling Delivery. And since Mc was on the way to my home, I have to buy lor. Once a while exercise. ",,
0,finally home..its late and im tired ,,
4,@Courageous_one Thats funny.. Good answer ,,
4,@H3Dakota Thanks!! ,,
4,@millsustwo yes mate I was just watching that ha ha! GOOD VIBES! Loved the idea of strapping the phone to his mouth ,,
4,@slapmaster i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week... ill hit u up ,,
0,@AdamParnell I screamed watching the trailer. Sure I'll be screaming there ,,
0,hate workin' on the east side ,,
0,"@ddlovato  Have fun in South America, though! Go visit Tegucigalpa! lol jk That's the only S.American place I remember from Spanish class.",,
4,@brody77 Sex &amp; The City ,,
0,i pass the exam with standard score -.- damn!!! i'm totally stressed right now ,,
0,Some times the time stops moving it looks like it has been several days when it has been just 15 hours and something since I got going ,,
0,oh shit ,,
0,"Now, more laundry ",,
4,@menace718bk hahaha....me holla....I don't think so ,,
0,"Im in da library, noelle and Kayla and connie just left. should i? maybe cuz im really bored. noone 2 chat and laugh with. ",,
0,Chuck is up WAY too early! Punk ass jury duty.... ,,
0,@MiiSSBuQSii  but at tha Base Team Floss gunna be playin dat Daggerin nd Soca Music nd imma be given lap Dancesz for free,,
4,@kmohr25 Yeah I just installed Postbox in case Gmail FAILs. Check it out: http://postbox-inc.com. Now IMAPing all my mail to HDD ,,
4,"@tommcfly Tom, I love your tweets!  please say &quot;Hi&quot; to Germany, would make my life!  #germanylovesmcfly â¥",,
0,"@MYFUTURELIES No way. What about Sydney?  yeah, you guys are like the semi-older version of Short Stack. However, with the same talent.",,
4,@buffysquirrel loving your #gudslush ,,
4,"WERE GOOD NOW KTHANX  obtw, go to justins show. http://www.blogtv.com/people/justinTR",,
0,@PS1968 you didn't finish your vegetables!! ,,
4,: http://bit.ly/dt3nh  365 pic up today ,,
0,Parents are leaving tonight. Nothing to do.  i hate being ignored.,,
4,@dannywood Hi Danny! I wish I could be there. Trying to call and it's gone to voice messages. Want to call me?  Have to ask.  iTwat,,
4,@tommyreyes LOL I like the faces ,,
0,gah he got me again. same teams. this time 120-118 ,,
0,is missing her red hair today ,,
4,@anz_rocks19 I'm not short I'm fun sized ,,
4,@joystiq If you got any EU keys left please send me one thx  email is bu77@gmx.de,,
4,I'm a freshman on twitter. ,,
4,Having lunch at the beach with @saraheing and anna ,,
0,"I should so straighten my hair right now, but damnit, I'm feelin lazy!  #BSB",,
0,Going to give a presentation about Patrick Bateman (character analysis) tomorrow. Unfortunately not in a Patrick Bateman costume. ,,
0,I miss my straightener. ,,
4,Getting my story read to me.. Lol a little wierd. But i like it.. ,,
4,says good afternoon.  http://plurk.com/p/z1huc,,
4,@SoTravelNow Hey - Thank you!x and You're Welcome! Must say - I love to travel and where are you at the moment?!x ,,
4,Love my new iPhone theme ,,
4,"@GavinSmithLeeds tweet tight, not heard that before, i like it ",,
4,@Deathnerd haha I'm starting to think Wayne's World stole that from them. ,,
0,in sooooo much pain-my toe nail ripped off ,,
0,My poor doggie just had surgery and he is in alot of pain  but we saved his life.,,
4,Picking up @McNastyIV from the air port! ,,
0,wow. the syllabus for this class is intimidating. i have to get to bed and study first thing tomorrow morning. no toking for me ,,
4,@jason_mraz i love the fact that people are essentially good  or i may be wrong haha,,
0,"@TroJoe oh, that's what i meant, season 2, ep 15... ",,
0,"@forcystus arrrgh, at least you got into stats.  i failed diagnostic exam so i lost my spot. ;_;",,
0,"Twitter didn't let me on 4 time and I had shit 2 say, but the moment has gone now ",,
4,@philipwang WHOA! REALLY? I freaking hate earthquakes &gt;.&lt; Glad you guys are safe ,,
4,@Fightycat Haven't seen it. I think there's a body shop in a mall near me.  Will check it out next tim!,,
4,"@Maryexclamation: Yeah i like alto though, they make sweet harmonies ",,
0,@kermitphotog fourteen percent! ,,
4,@smackthis heheheheh what my chocolate? lol lol k I'll stop and get some b4 I get home baby! ,,
0,@PattiB0i Aw I really want to watch it but my speakers decided to break 10mins ago. ,,
0,man my internet is slow atm ,,
0,got grumpy colleague back again ,,
4,Had a busy day today.  I'm tired. Goodnight tweeters ,,
0,@sofiiwwcxmc :| wish i were ,,
4,Found my new drugs here  Choci )) http://gnosischocolate.squarespace.com/,,
4,i have 100 followers  arent you proud @theeblakbeckham lol,,
0,SAT's tomorrow ,,
4,I really want HAGGIS ,,
4,On the way to london listening to matchbook romance...happy birthday rachel ,,
0,@W4rW1ck FUNNIEST THING EVER AND I WISH IT HAD HAPPENED! i would have found out who wrote it on  [and maybe how often he washes his ass]..,,
4,watching @:danmerriweather on Something for the weekend  he's georgous! when he was eating that thing he sounded and looked scrummy!,,
0,watched half of the grudge 3. couldn't bear anymore. that movie is TERRIBLE. ,,
4,ath1eOfficially relocating from Singa to Manila in 4 - 5 weeks time - HOLY FIDDLE STICKS - I'm one very happy bunny for the moment anyway ,,
0,I HATE YOU @KEANUDY YOU FREAKNIG SUCK. I GREETED HIM TOO. ,,
0,@justdanella So sorry to hear that!    At least it's not in pain anymore.  Feel better when you can.,,
0,"Just heard on the news about this fam in mesa,az that was robbed   ...all reportedly due to a follower on twitter!! Be careful what u ...",,
0,why is tweetdeck not working anymore?? I am confused ,,
4,Well its complicated @TheSmokingPen my team #Blues is out and I have more AGAINST the #redwings tho I love redwing fans. So gooo #PENS ,,
0,Bedtime!!! Happy hour tomorrow at P'ville Doc's to say adiÃ³s to Thomas. ,,
4,@limeice you're quite kicked about it ,,
4,Having a great first day of work ,,
0,R.I.P. brother Benjamin Wilkes Jr. We love you and we will miss you. ,,
4,"@rjakesdub they do, the one in my arm is a wolf, after Hesse's &quot;Steppenwolf&quot; and the one in my back is a phoenix, after rebirth ",,
0,no one ever sends me anything on hereeee.  ,,
4,"@_anthonyjames HAH, he's played the violin from the age of 5, and he studies music. the song's good. you're jealous ",,
4,@hawk_spirit kya cg aayi yaar???? mere toh aaya hi nahi abhi cg card mere bband hat gaya tha wapas chalu kara liya  ,non_english; ,non_english; 
4,Hoping @mchammer busts a dance move in 140 steps or less when he hits the stage at #twtrcon.... ,,
0,@IVNick8r I must have missed your question. Sorry ,,
0,"@sarawearsprada , geeeeeeeeeeeeeeez why must you curse so much  &lt;/3",,
4,@DougieMcfly You're my favorite bass player &amp; we have the same birthdate ,,
4,@sdohana I grew up in the sticks and wielded my .410 on more than one occasion...true story.  Warning shot of course. ,,
0,is disappointed the tweets arent coming through to my cell phone ,,
0,@MrSoulja I feel u I just found out sum shit that really disappointed me so I'm in the same mood ,,
0,I need to go to la for demis video shoot tomorrow!!!  ....,,
4,Aight ya'll....i'm done for the night! shud've been done a hour ago! Damn! anyhow...i'm off the grid for the night ya'll...! ,,
4,@bpinaud congratulations!!!! you surely deserve it...  you have great posts... very entertaining...,,
4, &lt;---My expression watching this again: http://tinyurl.com/eqbwe,,
0,I post my number up online and never get called ,,
0,I will take that as a no then... waste of nice legs ,,
4,@Jessgirl739 I really hope you do!!! Make sure you give him a GREAT big hug! ,,
4,in german class soo bored with chris ,,
4,"After almost 4 hours on the runway our flight just got cancelled and I have no idea what I am gonna do.  But at least, I'm still smilin ",,
4,@rainbowglow morning ,,
4,Voting for the Teen Choice Awards ,,
4,@robocallaghan @stevemorton cool! I knew someone would ,,
4,@DavidArchie i'm off. i do hope you listened to the song i sent you. it has a nice message. ,,
0,It's four o'clock in the morning.can't sleep.thinking of you. ,,
4,"@SoMuchMo aww, i miss u already! and this DEF sums up the wknd lol ",,
0,hey twitter fam...sorry i been ghost for a few..my app on my iphone is crap. how everyone been? Im sad about my magic  but ill be aight,,
4,Watching harry potter ,,
0,Today didn't turn out like I expected. Another night alone. ,,
0,"@sweetemmaxxx nah,im not going on hol,which is y i wantd 2 do a road trip, but i dont think its gonna happen.no the days stalkin in devon ",,
0,"im sleepy , =/ .. i guess is cuz i just slept for 4 hours ",,
0,Still at work. A python app is refusing to run correctly when started by cron. Starting from CLI works. Sourcing profile no help ,,
0,I can't deal with this ,,
0,@geoffmartinez  you guys have some fun for me...... ,,
4,Good night tonight. Very good! ,,
0,okay im failing so badly at this graph on excel stuff. and its getting cold ,,
4,"@magslhalliday it's last day for yr 11, the traditional 'dress as you dare' day ",,
4,is had great day today thanks to my awesome friends!!!!! ,,
4,"work tomorrow morning, 1/2 day  !",,
0,@EricaMarleene It's not fair. I just want to curl up and die. But I have to go back to work tomorrow!! ,,
0,@MelFresh27 Do you think? :p I genuinely can't sleep though.. Which is very frustrating.. ,,
0,"@greggarbo yeah, you forgot me  have fun!",,
0,#iPhone OS 3.0 Release Times: 10am PDT/1pm EST/3pm GMT/9pm IST/12am AEST/2am NZT Please re-tweet to clear up this confusion! ,,
4,"Is this how the madness starts? HK schoolgirls get schooled on LV (museum exhibit, really  ) http://twitpic.com/6g90q",,
4,"@Saaamm @KaylaBall we shouldddddd, all my exams are over june 22nd but then i have work experience but i have a load of free time ",,
0,Was looking for 'Just for fun' a biography on Linus Torvalds...  Downloaded some crap instead of d actual ebook! ,,
0,belle is dead  ,,
4,@CeuroK i know right ... i finally got food!!! ,,
0,@jaybby_ why? are the storms going to stop ,,
4,cleanin' my roooom; then out with ashlie &amp;&amp; Elizabeth to the movies to see: &quot;DRAG ME TO HELL&quot;  Gonna' Be Awesomee !,,
0,Finally got round to listing my beloved 35mm SLR -&gt; http://cli.gs/71UX8E  Not sure if I'm happy about this...! ,,
4,In Beverly Hills enjoying an expensive dinner. ,,
0,"hating on Gimp, ohhh yeah. that's RIGHT! i miss my photoshop ",,
4,"@Solzah oh, it has nothing to do with how long the tweets are (though that is bothersome) it's another type of limit. But thanks anyway! ",,
4,home  maybe hanging with yibb and jessalyn today ,,
0,"@iyaitssuzanne I got Spanish exam next week.  but after that, I'm actually going to do nothing at school! X",,
0,"OMG, so there was a bomb threat at school today, it felt like a half day, but i have to go back to school for graduation though ",,
0,"ooooo that sandwich I had just isn't sitting well.....Haven't felt good at all today, shouldn't of eaten ",,
4,something everuday says i'm here to stay. ,,
4,"@16_MileyCyrus no, but my mum knows all different sites to get tickets so i hoping i get some if i do im gonna scream ",,
0,"@fishcraik  Yeah I hope she's ok, not a nice thing to happen",,
4,@loriemay i'm def using it but i'm tryin to flip it to incorp some turntable/dj imagery. i'm retarded so ur artistic-ness is appreciated ,,
0,Getting my head around what it means when a relative index of inequality is attenuated. Ummm....? ,,
0,I just had one of the worst nightmares ever in the history of nightmares. Woke up paralyzed &amp;  w/ a panic attack ,,
0,i have two kittens now. white and black. miu has a new child. i dunno how to named it.. any cute name for them? 2 names  for cats,,
0,@deadlyhouses Sure! I'll see what I can do! Why? Tired of work? I'm headed there myself. ,,
0,@gaspsiagore &quot;stunningly beautiful&quot; and &quot;new piece&quot; don't usually go together. Wish I could go ,,
0,3 in the morning im off to bed now...nuit blanche is done ,,
0,Live tweet streaming on #Sytycd .. I miss Dena and Lisa ,,
4,I... am excited. But I can't tell you why :-D Watching Glee again and heading to bed ,,
4,"Went to Angels&amp;Demons last night, a good movie, but you don't get very happy after seeing it. And HarryPotter6 is almost there  (finally)!",,
4,@nsmonkeygirl I generally don't mind being lanky. Right now? Not a fan.  and I'm not even that tall!,,
0,"@cmartini86 Yeah, we didn't see a lot of people!  it was just a bad week to come, I should be back in a month though! hopefully...",,
0,had a shit contact with both parents &gt;.&gt;  grrr,,
4,@andypowe11 and presumably he's not on twitter ,,
4,The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed ,,
0,@NuttyNewswire nooooo!!! off with her head ,,
4,@wemb @TheWych @tempeste Congrats guys! I raise a glass to your future success! ,,
0,I have totally underestimated the amount if work I've hgot left so I should really get out if bed and do some ,,
0,@restrepita Hospital? What?! ,,
0,Walter Gretzky Street Hockey Tourney tomorrow!! Working the over night shift while everyone else has fun at the bar ,,
4,@mitchelmusso. Best commerical ever seen  (about ur album it was soo cool! &quot;greatist artist of 2009&quot; MTV  iLY,,
4,@TomFelton I think we all know what that means ,,
4,@dmnsayc4rodrft9 woooooo twitter! Way to pick a ridic long username. Lol ,,
0,@dorkfish04 Lmao. They are both assholes who need to put their kids first! But I am still SAD pants. Waaah. 4 days of ol'  ,,
0,productivity almost 0% for 2 days fixing windows for neighbours ,,
0,@Alpher_de #Monopolisten halt ,,
4,"@NikkiPilkington I am actually just looking into wordpress, early stages of building my own, send me the brief and I can take a look. ",,
0,@micfou You are so lucky. I want 90 degree weather ,,
0,@missyjule that's too bad!! =( a tweet up would have been ace! ,,
0,is sitting in work wishing I was out in the sunshine!!!  ,,
4,had the craziest day EVER  SOO much fun! although exams are soon. How was your day?,,
0,I have to say that I'm so depressed today that we're not heading to boston...especially since I had sweet dreams.  ,,
0,shout out to all the people goin to prom &amp; iish &quot;damn i kinda miss high school&quot; ,,
4,"@natblingluvsfly 5 new tracks released today (marked new). I'll let you know if I ever get that artist site together, it's in dream stage ",,
0,@TradingGoddess Omg! I'm sorry!  Ugh.. im so mad right now.. @jonasbrothers YouTube account got suspended &gt; ARRGH!,,
4,@gloomylilcloud Yay! Kiss your lovely. Relax and later take awesome photos and I miss the damn Gummi Bears ,,
0,WELL IM NOT. ugh.  i saw you last night erik! Right before sexy time,,
0,"@evilgurl I think I'll attempt church, and then back to bed/couch for sure  xoxooxoxox",,
0,waiting for floods to subside ,,
0,@SivanKrispin you don't want to show off your tat ,,
4,Can't wait to be able to practice piano 7 hours a day after tomorrow ,,
4,"oopsies, i meant vh&quot;1&quot; hehe....i wuz tired, okay?!!! ",,
0, MIA my sinful hat.,,
4,@ellaeske thank you ,,
0,"My computer sounds like a vacuum. I thought it was just Twitter sucking my life away, but nope, this thing might be dying.  ",,
4,@BigWhale yeah.. but not for long. good night ,,
4,@RiverCityOtter Everything is a bit better already!! Firs official replay with my dear MacBook Pro ,,
0,@christina_savs and then we're no one  boo that stinks hahah but yes! the three forms of miley!,,
0,"huh. for some reason, the green overlay isn't working for my avatar. ",,
4,Wishing her FL peeps a rockin good time in Hartford ,,
4,"@Daibach98 happy Friday to you too, David! ",,
0,"@asweirdasyouare sorry, twas watching wipeout. yeah... awkward is no fun at all.  and, bad assumption on my part.",,
4,lol okiess but i'll show you guys it first  how do i send it in? shall i just take a pic of it or is it better to scan it? xx,,
0,i'm very boring and without friends Estoy muy aburrida y sin amigos ,,
4,I'M AWESOME ALL BY MYSELF LOL ,,
4,@olgakay I know I'm not. lol goodnight! ,,
4,@madpierrot So cute...both of you! ,,
0,@kiaeffbaby LOL yeah I will 'evolve' with this website I guess like I did the board. Random people add me too and some be old ppl  LOL,,
0,@LesleaC Its too early to be morning ,,
0,"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek ",,
0,@Ravels Both my teams lost yesterday ,,
4,ist Sitzung next to me @MPTV. Trying Tor tweet ,,
0,@Michael_Maurice Oh same here. Miss the good ol' times of Lawrence and Ashley musically together. ,,
0,WOW... another shocker Rain! ughhh .... Nasty migraine! ,,
4,"@akarra and hence, we have come full circle as to what prompted my original thought. ",,
0,going to bed. i am sick. my throat hurts. my body aches. ouch ,,
4,worked all morning .... going to take the laptop outside now.... too nice of a day to be inside ,,
4,@Adri_Mane thank you ,,
4,Follow and learn my friends! Twitter is 'da bomb' dot com!!!  ,,
4,@netean there are a lot of vegan coffee creamers f.i. that one: http://ow.ly/emAd by Soyatoo ,,
4,i hope my dream come true ,,
4,@Kimbot1984 Haha..totally agree with that ,,
4,@scoob101 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,,
0,@manthasfamily I'm dreading it. ,,
4,"yay party tonite, tried getting ready for it last night but was so tired. it least i know what i am going to wear ",,
4,"@jamiefarhat so I'm leaving soon to go to a park with my mum, but when I return we must watch LOST, oh and I'm on episode 11 of BTVS ",,
4,I &lt;3 william scales! ,,
4,@StephieMay If you're happy and you know it...clap your hands ,,
4,@simoncurtis I just finished watching &quot;Spectacular&quot;  Your amazing in it!,,
4,Should I make my profile private or public? Cause there's this person/people who kept on following me.. but I kept on blocking them ,,
0,@G0ddessbaby i don't even know where to get cayenne pepper?? i am at work anyway  can't just be sick at home or anything,,
4,need cuddles from my james....five more days and hes home  yay,,
4,"@catagator As a 23 year old, this makes me feel VERY cool ",,
4,"@Eveforhermcr_xx Did you like it? That movie looks way cute  I'm not bad, just in bed enjoying The Food Network ",,
4,"@MileyCyrus136 heeey miley , how are you  ? please reply me",,
4,@huttriver thanks for the follow    How is NZ these days?,,
0,I'm really really hating this season. Poor Felipe baby ,,
4,"am so boredd, i need to Follow more people but i cbb at the minuite ",,
0,Good morning. almost time to head for school again  ..  let's grab some coffee first,,
0,is off to bed now....sooooo frickin' tired ,,
4,"I'm beat, it's exhausting to ride roller coasters all day ",,
4,Came back from Mass..... now im tired...! ,,
0,"@crecks i know excuses excuses, but i am sick for real! ",,
0,"i got 2 big sisters, 1 of them loves me, the other is acting different ",,
4,@SlantedSmiley fine its OURS ,,
4,Checking out TweetDeck....so far I like it. ,,
0,the mtv awards are ridiculous... i'm turning them off .. two thumbs down  ,,
4,"@adventurejess wow you are a twitter tornado, I can't keep up with you ",,
4,I just added on SlashHudon to see what he says about his upcoming appearance on Idol.  ,,
4,"at school, sitting around doing nothinggg. played apples to apples! ",,
4,"@vonnegurl Yes, I want to.  Can I?  That is another question.   Let's do Thurs!",,
4,@Danielconley hey ,,
0,has been scared this morning by seeing his neighbour pegging her washing out in a very flimsy nighty  sssccaarryyyyy,,
0,The gui of the software used in the movies is so awesome. Wish our work s/w looked like that ,,
0,*sigh* no one to eat with ,,
4,Jay is on  unlimited clapping  WOW amazing  he earned this respect  and deserve this awesome reception ,,
4,@faithvoid I always recommend The Joy of Prolactin  the real gift of nursing in public!,,
4,@riiaa I got my helmet too! Just look at my profile pic! ,,
0,@TwilightEarth would love to DM but you are not following me ,,
4,oh my goodnesss! meeh and  sydneh gett  to hang tonight ,,
4,@PurposeFailed you know youve made it when my music player finds your cover art for your songs ,,
4,@snazzysophie I had a blasty blast with Dane 2night! I hope u did too. Hav fun babysitting at 7 AM. hehe...call me when ur home biotch! ,,
4,@uhitsshanon I'M SO IN! lol ,non_english; ,non_english; 
0,is running on 3 hours of sleep.. its gonna be a long day ,,
0,"My parents are refusing to subsidise my MacBook if I take it overseas in July. It'll be an awful, excruciating parting. Love hurts. ",,
4,"Beyond tiired its 12:55 am, so.... gooodnight. ",,
4,Chores are doneee.  Bored. Text me.,,
4,"@debramichelle heck yessss! you know it! Love my job! I get wayy too many days off, every1 sits and talks! No nazi nonsense! ",,
4,@koushikpathak networkin website for business ? Join www.myvinci.net !!! ,,
4,feels like he should get out of bed... but it just sooo warm and cosy ,,
4,@Gailporter morning..good for you.. good news on the smile front  ,,
4,@BreakfastNews anything u need to know regarding news of the day ,,
0,SIMS 3  SIMS 3  SIMS 3  I NEED IT NOOWW  hahaa,,
4,@jamiemcflyx Thanks ,non_english; ,non_english; 
0,Jacket potatoes sold out at work  trying a panini instead.. Quite nice..,,
4,Surfer's paradisee! ,,
4,@MsAddikted2Fame Weird if you're looking at the prize as competition! ,,
0,"I'm just praying its sunny tomorrow, i NEED to swim.............   ",,
4,New moon trailer is wow. looks awesome. blown away ,,
0,So sad I can't upgrade to iPhone 3gS until feburary  very vey depressing,,
0,@ACthaBeasT I was gonna tell u be I'm not coming back till Friday  I'm gonna come visit when I get back,,
0,Colettes 18th bday party tonight  I have nothing to wear  x,,
0,Its only been one day but ive missed you guys already ,,
4,Jill made it out of the water .....  On her own!  On the bike...   ,,
4,Kaada â All Wrong --- RB@Blippo: &quot;@Deesound @djilo @onesanz like the twist(ed) style&quot; &lt;--- Nice! Thanks  â« http://blip.fm/~7rruq,,
0,Home all day studying  can't wait until this week is over,,
4,lazy friday night with my chicas ,,
0,@hazymoonsun  whats up? i want a road trip to leicester!,,
0,OMG Chemistry Revision!! can't get enough... ,,
4,@MiaMcK its ok  i kno u mean it ahhhhh,,
4,@Levinaa_x  TRUST U TO PICK THE DEVIL LOL!!! AHHH SATAN!! RUN!!! ,,
4,http://twitpic.com/5djt5 - Me in my national costume ,,
0,"What the... I swear it said June 1st For @JonasBrothers show to be released in the UK!!! Damn, Im bummed out now  it now says 5th June ",,
