text,label,reason,lang_is_en
i am amazed where i feel welcomed,1,non_english; ,False
i feel grumpy and depressed,3,non_english; ,False
i feel really honored,1,non_english; ,False
i am home by myself i kind of feel funny,5,non_english; ,False
i start feeling really agitated and a bit panicky and the first thing i do is i have to take my shoes off and when i get home the socks as well,3,duplicate_text; ,True
i am also starting to feel a little overwhelmed because i cant seem to get anything finished,5,duplicate_text; ,True
i can walk down another street and stop feeling helpless and hopeless,0,duplicate_text; ,True
i feel ok in but i m learning,1,non_english; ,False
i feel we are being very blessed,2,non_english; ,False
i feel like im frantic,4,non_english; ,False
i feel blessed to be alive,1,duplicate_text; ,True
i feel helpless at repairing the damage they inflicted,4,duplicate_text; ,True
i ended up feeling a bit strange and started watching him closely when he did that,4,duplicate_text; ,True
i am feeling resentful today,3,non_english; ,False
i feel a bit weird about the outfits ive been posting recently,4,duplicate_text; ,True
i feel like a submissive woman,0,non_english; ,False
i feel so mellow i hardly feel like me,1,non_english; ,False
i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,2,duplicate_text; ,True
i feel fab now,1,non_english; ,False
i was feeling discouraged,0,non_english; ,False
i feel like im being punished for something i never got to enjoy,0,non_english; ,False
i was still feeling quite rotten all week,0,non_english; ,False
i can feel my slutty hole get damp,2,non_english; ,False
im feeling all in the mood to analyse song lyrics i feel like digging up my collection of strange music and analysing them one by one i should have done this before the gp exam,4,duplicate_text; ,True
i am feeling a tad overwhelmed,5,non_english; ,False
i love this weather i think its made today feel strange,5,duplicate_text; ,True
i feel a strange sadness that is too familiar at times like this always preceeding a trip away from home,5,duplicate_text; ,True
i feel popular,1,non_english; ,False
i feel uncomfortable and not myself,4,non_english; ,False
i will feel contented,1,non_english; ,False
i havent really enjoyed having a to do list for each day because it was too difficult to achieve the things i wanted to and i would feel stressed that i couldnt do ordinary things like have a shower whenever i wanted or sit in the kitchen to eat dinner instead of in bed,3,duplicate_text; ,True
i am knee deep in school reports and feeling quite stressed,3,non_english; ,False
i didnt feel like a fake or a fraud or a failure,0,non_english; ,False
i do feel a sincere sense of accomplishment,1,non_english; ,False
im sorry if you feel weird doing it but read this out loud,4,duplicate_text; ,True
i feel sarcastic sometimes and i feel truthful sometimes,3,non_english; ,False
i believe i feel more enraged but i am a bit embarrassed to admit as much,3,non_english; ,False
i feel like i have shaken baby syndrome after reading that,4,non_english; ,False
i feel just a little bit helpless,4,non_english; ,False
i feel tortured by her wailing and i know if her mother starts to yell at her im going to want to fly through the window and tell her what for,3,duplicate_text; ,True
i do today to bring that same feeling back around and give it to my beloved,2,duplicate_text; ,True
i feel more lady like and even more graceful,1,non_english; ,False
i feel that he is just getting overwhelmed because he thinks this money needs to be saved today,5,duplicate_text; ,True
i feel so messy now,0,non_english; ,False
i won t feel quite as distracted,3,non_english; ,False
i do feel kinda uptight and awkward,4,non_english; ,False
i feel determined to change inspired to do differently,1,non_english; ,False
i do feel relieved after it happens,1,non_english; ,False
i feel more optimistic,1,non_english; ,False
i dunno just feels more sincere,1,non_english; ,False
i feel so so uncomfortable,4,non_english; ,False
i broadcast every post publicly and im feeling a strange impulse toward containment for some reason,5,duplicate_text; ,True
i feel like everything is dull and lifeless,0,non_english; ,False
i don t feel insulted,3,non_english; ,False
i feel intelligent watching her interviews,1,non_english; ,False
i woke up feeling pretty strange today,5,duplicate_text; ,True
i am feeling fond and benevolent,2,non_english; ,False
i feel absolutely ecstatic,1,non_english; ,False
i sometimes feel i am too stubborn for,3,non_english; ,False
i feel irritable today,3,non_english; ,False
i am feeling gracious today,2,duplicate_text; ,True
i feel pretty jun nd,1,non_english; ,False
i feel dazed amp dazzled,5,non_english; ,False
i feel weird wearing a fitted and lrg shirt now like i m trying to relive an era i already enjoyed,4,duplicate_text; ,True
i returned here to brighton i feel safer amidst my supportive systems,2,non_english; ,False
i may feel useless,0,non_english; ,False
i feel some shy,4,non_english; ,False
i first meet people and sometimes walking across campus i spot a pretty girl that suits my interest but i never approach her because i feel it may be looked upon as weird or creepy,5,duplicate_text; ,True
no response,3,duplicate_text; non_english; ,False
i left feeling very impressed,5,non_english; ,False
i feeling hot hot hot,2,non_english; ,False
i don t feel pretty,1,non_english; ,False
i did not feel offended,3,non_english; ,False
i have stopped feeling surprised,5,non_english; ,False
i also dont like feel poor,3,non_english; ,False
i really feel like this will be almost like one of those copywork exercises that i hated in spelling but were obviously effective because i still write something down if im not sure how to spell it,0,duplicate_text; ,True
id never admit this to her but hearing her talk about life with the girls that didnt include me kinda made me feel strange,5,duplicate_text; ,True
i get sooo moody that i feel like nak makan orang or sooo horny that i feel like mahu dimakan org,2,non_english; ,False
i cant feel cranky at times,3,non_english; ,False
i still feel a bit weird about the title,5,duplicate_text; ,True
i was feeling strange,5,non_english; ,False
i find myself feeling resentful sometimes when my kids to my mind take me for granted,3,non_english; ,False
i feel less dull ill blog again,0,non_english; ,False
i no longer feel strange about pulling blue clothes and blankets covered with dinosaurs out of the laundry basket,5,duplicate_text; ,True
i love that wet air and lion hair and general sweatiness makes me feel in a weird and sort of unpleasant way like home,5,duplicate_text; ,True
i feel a bit strange inviting myself,5,non_english; ,False
i feel that i am more considerate to the sensibilities of my work as a designer i m no longer asking the question of could i,1,duplicate_text; ,True
i feel is a delicate balance,2,non_english; ,False
i feel im devastated im lost,0,non_english; ,False
i feel completely helpless posted on a href http backlinknuke,4,duplicate_text; ,True
i think we feel so devastated when a series movie book etc,0,non_english; ,False
i hate feeling frantic,4,non_english; ,False
i feel i can support just to be supportive,2,non_english; ,False
i feel a strange feeling it was like rage and anger,5,non_english; ,False
i feel mad so i act ugly,3,non_english; ,False
i sometimes get the feeling that theres this strange opposition between two imaginary sides that secretly agree with each other,4,duplicate_text; ,True
i just feel like being grouchy,3,non_english; ,False
i began to feel strange i thought to myself here it comes,5,duplicate_text; ,True
im feeling weird,5,non_english; ,False
i just havent been feeling very funny lately,5,non_english; ,False
i feel amazing ive never been fuller im not snacking much at all and when i am its a handful of nuts or a spoon of almond butter,1,duplicate_text; ,True
i hope to possibly pass on to someone else to take care of next season although now i have gotten rid of all the others i am not feeling quite so overwhelmed,4,duplicate_text; ,True
i feel weird and not so happy like i am missing something,5,duplicate_text; non_english; ,False
ill never forget meeting a woman in an art class and feeling assaulted with her complaints of caring for a difficult mother who had alzheimers,0,duplicate_text; ,True
i just didnt feel very lively,1,non_english; ,False
i have so many books that have been read but need to be reviewed im definitely feeling overwhelmed,4,duplicate_text; ,True
i feel so lucky to have someone so perfect for me,1,non_english; ,False
i feel a bit irritable,3,non_english; ,False
i could feel its warmth in the strange stillness and it comforted me,4,duplicate_text; ,True
i still feel amazed to find one today,5,non_english; ,False
i sit down to pen these lines i get the feeling that the person about whom i am going to write is probably the most beloved son of this great nation,1,duplicate_text; ,True
i get up and feel dirty,0,non_english; ,False
i woke up suddenly feeling funny,5,non_english; ,False
i will never forget the feeling of sweet relief and overwhelming joy at seeing the smallest flicker of life on that black and white ultrasound machine,2,duplicate_text; ,True
i get to cuddle and feel loved and then i get to drift off to sleep,2,non_english; ,False
laziness makes one sad,0,non_english; ,False
i just feel fucking regretful for what i had done,0,non_english; ,False
i feel generally stunned and undeserving,5,non_english; ,False
i frankly feel that i almost feel that in a weird way the opportunity for whomever it is to direct that movie it comes with the burden of being that kind of iconic movie and series,5,duplicate_text; ,True
i feel like i am going mad,3,non_english; ,False
i feel will i be all giggly like stoners in movies,1,non_english; ,False
im gonna post pics later when i feel less delicate,2,non_english; ,False
i feel strange whenever i say a href http simpsonsparadox,4,duplicate_text; ,True
not applicable,3,non_english; ,False
i still feel so overwhelmed and dont know where to begin,4,duplicate_text; ,True
i feel stubborn in it,3,non_english; ,False
im starting to feel kind of weird,4,duplicate_text; ,True
i was feeling generous towards myself i also go this pretty stylus in blue,2,duplicate_text; ,True
i want to extend a huge thank you to all the people who have made it possible for me to do the work i feel passionate about helping people learn about the most humane and effective ways to work with fear based behavior challenges in dogs,1,duplicate_text; ,True
i started feeling strange and heavy as i was constantly vomiting,4,duplicate_text; ,True
i am super excited but it does feel a little strange,4,duplicate_text; non_english; ,False
i feel stupid,0,non_english; ,False
i like being alone but i hate feeling alone,0,non_english; ,False
i always feel amazing with his paint,1,duplicate_text; ,True
i have been feeling stressed lately,3,non_english; ,False
i feel that i let myself get too uptight,4,non_english; ,False
i feel so fucking low,0,non_english; ,False
i feel enthralled,5,non_english; ,False
i could feel myself getting agitated but there wasnt really anything i could do but wait,4,duplicate_text; ,True
i am feeling very strange about life,4,duplicate_text; ,True
i feel compassionate i m,2,non_english; ,False
i havent been feeling funny lately,5,non_english; ,False
i feel like fans will be surprised,5,non_english; ,False
i almost feel like a rebellious teenager,3,non_english; ,False
i feel forever unkind,3,non_english; ,False
ive been feeling kinda dazed off here,5,non_english; ,False
i didnt know that my heart could hold any more love for him but seeing him with her has only increased the love i feel for our sweet boy,2,duplicate_text; ,True
i stared at him feeling a bit stunned,5,non_english; ,False
i feel your pain about supporting the one who keep popping out kids,2,duplicate_text; ,True
i havent been feeling well,1,non_english; ,False
im actually feeling like blogging is weird and who would ever read this blog,4,duplicate_text; ,True
i feel so jaded like never before,0,non_english; ,False
i wonder if ill ever feel content with myself,1,non_english; ,False
i am not feeling like a very valued customer,1,non_english; ,False
i feel that this has been quietly accepted among my few friends for as long as i can remember,2,duplicate_text; ,True
i feel so lonely and sad,0,non_english; ,False
i feel would have been impressed,5,non_english; ,False
i don t feel re assured,1,non_english; ,False
im not feeling all loving,2,non_english; ,False
i am just feeling bitchy lar,3,non_english; ,False
i am not to fond of that though because it feels weird,5,duplicate_text; ,True
i feel naughty d,2,non_english; ,False
i feel more and more bitter against serena after every episode,3,non_english; ,False
i don t feel relieved i feel excited and frightened,1,non_english; ,False
i do feel a weird need to defend against people who throw out shit like of women in the us have them,4,duplicate_text; ,True
i feel terrible as usual,0,non_english; ,False
i felt battered and bruised emotionally and remember feeling like i was someone very strange not to see the world the way these ever so confident people did,4,duplicate_text; ,True
i feel like everyone s so passionate and so acquainted about current events and issues,1,duplicate_text; ,True
i feel like i have slept for a long time to wake up lost and i feel like i need to start all over again,0,non_english; ,False
i am not about feeling weird if i can help it,5,duplicate_text; ,True
i don t feel horny,2,non_english; ,False
i slipped out feeling a bit shaken,4,non_english; ,False
i go home and things aren t really the same anymore it seems like people don t really change but that s what makes it feel so weird because you come back and you ve changed so much,4,duplicate_text; ,True
i was a bit nervous this morning before the th grade graduation since i feel weird at times knowing im just a sub at the school and not a full time teacher,5,duplicate_text; ,True
i feel discontent confused nonsensical,0,non_english; ,False
i don t feel gentle,2,non_english; ,False
i know that they mean no harm yet i cant help but feel assaulted every time they bring this up,0,duplicate_text; ,True
i felt idle a feeling i hated,3,non_english; ,False
i feel still need to be resolved,1,non_english; ,False
i have a feeling that the next book is going to be amazing,5,duplicate_text; ,True
i feel so blessed to be able to work with such amazing families,1,duplicate_text; ,True
i feel amazing after just mile and extremely energized after please note,5,non_english; ,False
i feel blank when you blank because blank,0,non_english; ,False
i awaken feeling very shaken,4,non_english; ,False
i feel nostalgic,2,non_english; ,False
i feel weird when yuuki talks to other girls,4,duplicate_text; ,True
i feel helpless at repairing the damage they inflicted,0,duplicate_text; ,True
i don t feel so lonely,0,non_english; ,False
i feel even more dissatisfied,3,non_english; ,False
i feel this weird feeling in the pit of my stomach but i cant place the feeling,5,duplicate_text; ,True
ive had have left me stunned and feeling disturbed,0,non_english; ,False
i feel like rude keep popping into his room like that,3,non_english; ,False
i feel like i am about to lose my ever loving mind,2,non_english; ,False
i know that one day i must cease to be it just feels strange to expand my thoughts beyond a time frame into a world where i will no longer exist,5,duplicate_text; ,True
i do feel like life is fucked up,3,non_english; ,False
i don t feel like it s hopeless,0,non_english; ,False
i feel your dissatisfied,3,non_english; ,False
i cun help but feel devastated,0,non_english; ,False
i see him i feel it more and am enraged,3,non_english; ,False
i can do something despite feeling scared,4,non_english; ,False
i feel put upon aggravated,3,non_english; ,False
i guess the drinking last night and watching p wasnt advisable i feel weird because of it,4,duplicate_text; ,True
i feel like an eco friendly hipster,1,non_english; ,False
im finding myself feeling overwhelmed,5,non_english; ,False
i exercised because i had an unrealistic image of what my body needed to look like an image i had created to feel accepted and loved,2,duplicate_text; ,True
i do horticulture i feel passionate,2,non_english; ,False
i feel like i am being shocked,5,non_english; ,False
i have half a dozen in bloom in my backyard and i must admit i feel almost tortured by their beauty these spring days,3,duplicate_text; ,True
i was already starting to feel strange my fingertips were tingling my heart was racing and i was feeling strangely disconnected to my body,4,duplicate_text; ,True
i feel so glad,1,non_english; ,False
i feel blessed that he chose me to be the mother of his children because we make some damn good looking kids,2,duplicate_text; ,True
i feel that sneha looks more gorgeous in telegu mo,1,non_english; ,False
i feel taller leaner and more graceful,1,non_english; ,False
i feel pained for having lied,0,non_english; ,False
havent been frightened for ages,4,non_english; ,False
i say feeling a bit overwhelmed as i look at her,4,duplicate_text; ,True
i feel like we re being taken advantage of sometimes but i m like my dad i m just being suspicious by nature,4,non_english; ,False
i feel so intelligent for understanding it too,1,non_english; ,False
i feel divine s j,1,non_english; ,False
during lectures,1,non_english; ,False
i feel that since we were accepted in december these last months has been the hardest waiting period because we have a place to go a life to start so why cant we just start it already,2,duplicate_text; ,True
i feel honored or,1,non_english; ,False
i was feeling shaken like you could not believe,4,non_english; ,False
i feel so stupid for,0,non_english; ,False
i was feeling selfish,3,non_english; ,False
i feel virtuous already,1,non_english; ,False
i feel delicate needy and feminine,2,non_english; ,False
i feel lucky days ago,1,non_english; ,False
i could feel myself getting agitated but there wasnt really anything i could do but wait,3,duplicate_text; ,True
i cant help feeling awful,0,non_english; ,False
i beside see smiling feel very funny,5,non_english; ,False
im trying to wein off them with doctors guidance of course but if i miss a day i feel agitated about everything,4,duplicate_text; ,True
i feel like this is the only place in the world where i can truly say how i feel which is weird because of the simple fact that i have no idea who reads my blog,5,duplicate_text; ,True
i still just feel dazed,5,non_english; ,False
i feel so dumb to be so,0,non_english; ,False
i started feeling fucked up when i got drunk,3,non_english; ,False
i feel i am indecisive,4,non_english; ,False
i get an eerie feeling and then i dont remember if i like the poem or if i am afraid of it,4,non_english; ,False
afraid of a dead body,4,non_english; ,False
i feel like an ungrateful little b,0,non_english; ,False
im feeling a bit overwhelmed at the sight of a full summer calendar,4,duplicate_text; ,True
i feel less pressure to perfect a sentence,1,non_english; ,False
i have no reason to be sad but just had a feeling of being overwhelmed,5,duplicate_text; ,True
im proud because i feel amazing every single day of my life,5,duplicate_text; ,True
i look at you i feel so disgusted,3,non_english; ,False
i was veri feeling very dazed,5,non_english; ,False
i won t feel amazed,5,non_english; ,False
im feeling the kind of feeling which i hated the most,3,duplicate_text; ,True
i feel cute,1,non_english; ,False
i feel overwhelmed talking about the feelings that come with chronic pain,4,duplicate_text; ,True
i feel like i really relate to natalie and her blog as weird as that may sound,4,duplicate_text; ,True
i just feel so overwhelmed,5,duplicate_text; non_english; ,False
i am feeling pretty stressed and exhausted,0,duplicate_text; ,True
i feel like i get mad at my boyfriend too easily,3,non_english; ,False
i feel like it target blank pinterest,0,non_english; ,False
i feel its being rude,3,non_english; ,False
i didnt feel afraid,4,non_english; ,False
i feel like i am becoming mad,3,non_english; ,False
i feel weird not going into the animal shelter but i need a break,5,duplicate_text; ,True
im feeling pretty damn fab,1,non_english; ,False
i should have been feeling relaxed,1,non_english; ,False
im still feeling irritable,3,non_english; ,False
i feel optimistic again,1,non_english; ,False
i look at old people and i feel jealous,3,non_english; ,False
i don t feel shocked,5,non_english; ,False
im feeling like i am not valued here,1,non_english; ,False
i awoke feeling shaken again,4,non_english; ,False
i was left feeling dazed,5,non_english; ,False
im feeling a little strange,5,non_english; ,False
i was supposed to walk the first min to get my legs back but i was feeling amazing so i just ran,5,duplicate_text; ,True
i feel greedy set,3,non_english; ,False
i feel kind of shaken up,4,non_english; ,False
i feeling so doubtful,4,non_english; ,False
i feel more ugly betty,0,non_english; ,False
i feel so overwhelmed with love for them,4,duplicate_text; ,True
i know your body feels amazing wrapped around me and i know that i want to feel it again tonight as a matter of fact,1,duplicate_text; ,True
i feel kinda slutty now,2,non_english; ,False
i enjoy feeling nostalgic,2,non_english; ,False
i didnt feel well at all,1,non_english; ,False
i feel like trusting the driver,1,non_english; ,False
i feel shocked and upset,5,non_english; ,False
i feel like i get a funny look every time i use it,5,non_english; ,False
i feel i could rightfully call compassionate or loving,2,non_english; ,False
i can feel amazing excitement,5,duplicate_text; non_english; ,False
i am feeling weird,5,non_english; ,False
i don t feel resentful i feel guilty,3,non_english; ,False
i had been feeling amazing all week and then blam no weight loss for me,5,duplicate_text; ,True
i feel overwhelmed by it all and feel as though all those good thoughts i had about better managing my time go out the window,5,duplicate_text; ,True
i feel a divine jealou,1,non_english; ,False
i have ever written but i feel like i need to get it out document it and my thoughts and feelings strange really s,5,duplicate_text; ,True
i can imagine feeling frustrated just makes poking veins harder,3,non_english; ,False
i feel a bit weird now,5,non_english; ,False
i feel peace with our decision even though our kids will be switching schools and we will be moving a little ways away from our beloved friends and neighbors,2,duplicate_text; ,True
i think i handled myself well but i still feel pretty shaken up by it,4,non_english; ,False
i would feel more relaxed and even would sleep better,1,non_english; ,False
im feeling so paranoid now,4,non_english; ,False
i feel like im vulnerable,4,non_english; ,False
i still feel surprised,5,non_english; ,False
i have started feeling resentful towards my kids for being so needy,3,non_english; ,False
i feel bad for instagram spamming,0,non_english; ,False
i feel unprotected,4,non_english; ,False
ill be honest i did feel weird,5,non_english; ,False
im feelin a little apprehensive,4,non_english; ,False
i am feeling very weird today,5,non_english; ,False
i guess i should not elaborate lest people feel insulted,3,non_english; ,False
i am tired or in an unresourceful state i feel overwhelmed,4,duplicate_text; ,True
i am feeling quite assured,1,non_english; ,False
i feel complacent,1,non_english; ,False
i am assuming you guys too feel if you think i am weird then picture this,4,duplicate_text; ,True
i lost my lovin feelin just got distracted,3,non_english; ,False
im feeling slutty,2,non_english; ,False
i have been feeling weird all week because i havent been visiting the restroom enough,4,duplicate_text; ,True
i feel fabulous already,1,non_english; ,False
i feel like i m looking at a strange plant life deep beneath the ocean flowing to the currents of water,4,duplicate_text; ,True
i feel eager to explore multiple romances,1,non_english; ,False
im just feeling needy i suppose,0,non_english; ,False
i feel so amazing and i m so proud of myself so far,1,duplicate_text; ,True
i was feeling awkward,0,non_english; ,False
i can understand their feeling even tak dan aku tak setabah mereka sebab aku x lame,0,non_english; ,False
i start feeling really agitated and a bit panicky and the first thing i do is i have to take my shoes off and when i get home the socks as well,4,duplicate_text; ,True
i felt that wet feeling between my legs and thought that was weird so i checked and my underwear was covered in bright red blood,4,duplicate_text; ,True
i feel less overwhelmed,5,non_english; ,False
i feel overwhelmed or insecure i read the stories like that of gideon moses joseph david or joshua repeatedly,4,duplicate_text; ,True
i feel a little weird expressing too much grief about this after all i havent seen ron in more than a year now,4,duplicate_text; ,True
i feel that this has been quietly accepted among my few friends for as long as i can remember,1,duplicate_text; ,True
i also tend to get so caught up that i forget to get out of my chair and then i find myself thinking why does my body feel so weird,5,duplicate_text; ,True
i am feeling more energized and positive,1,non_english; ,False
i always feel weird saying since its not like my kids are dating the other kids they are playing with,5,duplicate_text; ,True
i feel weird saying ciao to people in utah,4,duplicate_text; ,True
i feel like i am still so very shocked when i hit milestones,5,non_english; ,False
i feel like i missed ontd being a mess again,0,non_english; ,False
i realize i m writing about this a lot right now but honestly it s because it s somewhat taken over my life and it s now something i feel passionate about,2,duplicate_text; ,True
i feel like i broke google,0,non_english; ,False
i feel pretty greedy,3,non_english; ,False
i feel so irritable,3,non_english; ,False
i album format appeals to me the most but after i got the prints i just started to feel totally overwhelmed and i kept stalling each time i tried to pull it out,5,duplicate_text; ,True
i don t even feel bitter,3,non_english; ,False
i feel fucked up beyond belief,3,non_english; ,False
i still feel angry i still feel in pain,3,non_english; ,False
im feeling bad,0,non_english; ,False
i now realise why im feeling a little overwhelmed at present ive received emails since wednesday lunchtime that is only the ones i still have something to do with i havent even included those which i responded to or sent,4,duplicate_text; ,True
i still feel like my idiotic and naive self,0,non_english; ,False
i was walking to work this morning i could feel something strange inside of me,5,duplicate_text; ,True
i feel blessed to say,2,non_english; ,False
i feel so so awful,0,non_english; ,False
i still feel like im on shaky ground,4,non_english; ,False
i feel very dazed,5,non_english; ,False
im feeling shy ahahahaha,4,non_english; ,False
i drink a lot of it but i never feel weird tired sick when i dont have any,4,duplicate_text; ,True
i feel as if this truly could be an amazing life for me,1,duplicate_text; ,True
i feel because i am a compassionate person,2,non_english; ,False
i feel disliked and unwanted,0,non_english; ,False
i just remember feeling very impressed,5,non_english; ,False
i wake up feeling damn agitated and irritated,3,duplicate_text; ,True
i was feeling a bit strange as it was then to have a mushroom on my head,5,duplicate_text; ,True
i feel agitated irritable stress levels are huge i have a huge lump in my throat my eyes have this constant water around them,3,duplicate_text; ,True
i feel gorgeous a href http en,1,non_english; ,False
i feel damn sweet when relook back,1,non_english; ,False
im starting to feel quite agitated,4,non_english; ,False
i started feeling funny and ended up having some kind of hour puke bug,5,non_english; ,False
im feeling really weird about it,5,duplicate_text; ,True
i don t feel disappointed in myself,0,non_english; ,False
i forget that sometimes and then the universe offers me a moment where i feel overwhelmed by all of the doing that is constantly asking of me to give up my being for its accomplishment,5,duplicate_text; ,True
i just feel too cold for dresses maybe i feel like im getting old,3,non_english; ,False
im feeling wonderful i said,1,non_english; ,False
i feel like i am suffering so much,0,non_english; ,False
i feel very drained,0,non_english; ,False
ive been feeling a little stunned,5,non_english; ,False
i feel so grouchy,3,non_english; ,False
i am feeling greedy,3,non_english; ,False
i feel strange,4,non_english; ,False
i feel loyal to xanga and all,2,non_english; ,False
i didnt make you feel horny,2,non_english; ,False
i am still feeling exhausted,0,non_english; ,False
i feel helpless god is,4,non_english; ,False
i feel safe happy,1,non_english; ,False
i feel like psyche admired but never loved,2,non_english; ,False
i love this machine because it makes me feel intelligent,1,non_english; ,False
i feel so lame,0,non_english; ,False
i feel as if i m in some strange catholic vortex,5,duplicate_text; ,True
i feel i am not being called inside i feel i am not being accepted,2,non_english; ,False
i want to feel stressed its that i dont want to ignore it and have it pop up later,0,duplicate_text; ,True
i just feel weird doing it but i want to make sure he feels loved in there,5,duplicate_text; ,True
i feel impressed upon,5,non_english; ,False
i feel your tender kiss,2,non_english; ,False
i still feel shaky on my pins,4,non_english; ,False
i still feel kinda dazed and confused,5,non_english; ,False
i just feel scared,4,non_english; ,False
i spread my hands wide feeling helpless,0,duplicate_text; ,True
i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,4,duplicate_text; ,True
saw my unfair report,3,non_english; ,False
i just don t feel like being delicate about it right now,2,non_english; ,False
i feel hesitant,4,non_english; ,False
i feel totes weird,5,duplicate_text; non_english; ,False
i feel weird about showering in bare feet,5,duplicate_text; ,True
i looked at him feeling dazed,5,non_english; ,False
i feel shocked and i feel sad,5,non_english; ,False
i have done music and movie production in the last four years and i feel its time i do fashion which im very passionate about,1,duplicate_text; ,True
i feel so dazed right now,5,non_english; ,False
i havent even painted my nails in weeks which normally feels weird but those last couple of days i did not really care about my nails and i guess a break from nail polish remover doesnt hurt either,4,duplicate_text; ,True
im feeling nostalgic again,2,duplicate_text; ,True
i didn t think that they were beasts but they didn t quite feel like my parents anymore and i hated that,0,duplicate_text; ,True
i feel fine leave a comment,1,non_english; ,False
i feel very troubled,0,non_english; ,False
i mean not really but i feel hated like my heart has been ripped out,3,duplicate_text; ,True
i feel like i am not overwhelmed too badly with it and i know it is something i can get over,4,duplicate_text; ,True
i said feeling so angry,3,non_english; ,False
no response,3,duplicate_text; non_english; ,False
i feel stubborn,3,non_english; ,False
ive had in several years so i was feeling more than a little stressed at times,3,duplicate_text; ,True
i just started feeling dirty,0,non_english; ,False
i feel like being considerate of connection speed today,2,duplicate_text; ,True
i feel like i should be outraged,3,non_english; ,False
i still feel like its a terrific pistol at a fantastic price,1,non_english; ,False
i feel blessed but i feel like i have been divinely favored,2,non_english; ,False
i feel assaulted i feel like a nobody i feel ugly,0,non_english; ,False
i don t feel particularly tortured,4,duplicate_text; ,True
i feel like i m not supporting my family like i should be able to,2,non_english; ,False
i can tell you he makes me feel protected adored admired,2,duplicate_text; ,True
i get sick for months and months i get depressed and feel physically and emotionally tortured through the entire process,3,duplicate_text; ,True
i feel jaded a href http www,0,non_english; ,False
i feel vain having a blog,0,non_english; ,False
i look back i feel tortured,3,non_english; ,False
i needed so i didnt feel so alone in that moment,0,non_english; ,False
i still feel disturbed,0,non_english; ,False
i feel amazing ive never been fuller im not snacking much at all and when i am its a handful of nuts or a spoon of almond butter,5,duplicate_text; ,True
i know it isnt healthy to obsess over weight but ive noticed so many people going through positive changes with their bodies in college and i feel like i have yet to experience that amazing transformation,1,duplicate_text; ,True
i still feel stunned some days,5,non_english; ,False
i allowed myself to know was that where i had always before loved airports for their feeling of adventure and connection now this strange place of terminals and cold clacking heels and overpriced bagels felt deeply sad to me,4,duplicate_text; ,True
i have cried in my loneliness and smoked because i felt like i had something that made me feel accepted no matter what and also made me not care about what wasn t family spouse and children,1,duplicate_text; ,True
i can feel your flesh inside my eager body,1,non_english; ,False
i am so thankful for her selflessness and that the supervisor was feeling generous,1,duplicate_text; ,True
i know my friends love me and dusty and my family but i feel like im hated way to much even if im not,0,duplicate_text; ,True
i suddenly feeling nostalgic,2,non_english; ,False
i grew up not receiving much care at all so having it overflow in the way its overflowing now feels strange,4,duplicate_text; ,True
i may feel weird offering up this info in front of everyone and probably don t know how to modify the practice to keep me safe,4,duplicate_text; ,True
i feel truly content,1,non_english; ,False
i feel that all sports are unprotected from the media and on an equal playing field,0,duplicate_text; ,True
i believe in taking the time to listen to what the inner me has to say being kind to her feelings and supporting her ideas,2,duplicate_text; ,True
i feel like i am caught in some sort of frantic standstill mehhh i am sick,4,non_english; ,False
i feel like some sort of strange nazi occult experiments were involved like they were trying to summon,4,duplicate_text; ,True
i feel like ive definitely shocked my system lol,5,non_english; ,False
i do feel a bit regretful,0,non_english; ,False
i am saying that i feel bad,0,non_english; ,False
i feel like im on shaky ground,4,non_english; ,False
i feel selfish sewing just for me,3,non_english; ,False
i always feel like i have to eat something sweet after something savoury,1,duplicate_text; ,True
i feel weird sharing that but this is the source of some of my greatest insecurities,5,duplicate_text; ,True
i just feel like weve been living in a weird time warp like its only wednesday,5,non_english; ,False
i think back to this story it makes me feel very overwhelmed,5,duplicate_text; ,True
i feel supporting susan g,2,duplicate_text; non_english; ,False
i am also noticing that i can only handle so much incoming information or i start to feel overwhelmed,5,duplicate_text; ,True
i remember feeling stunned stunted not just short but altogether small,5,non_english; ,False
i meant no insults and i apologize if i caused anyone to feel insulted,3,non_english; ,False
i feel burdened and heavy,0,non_english; ,False
i feeling so enraged,3,non_english; ,False
i was already feeling agitated again not by anything in particular just feeling agitated for no real reason and the combination of the two was enough for me to step back and ponder what is wrong with me,4,duplicate_text; ,True
i don t feel petty,3,non_english; ,False
i too can feel vulnerable,4,non_english; ,False
i feel so funny,5,non_english; ,False
i feel tender love for the tender grass,2,non_english; ,False
i feel like being bitchy i can blog,3,non_english; ,False
i feel all agitated,3,non_english; ,False
im feeling much less stressed now that ive typed up instructions to myself,3,duplicate_text; ,True
i am feeling kinda stupid now,0,non_english; ,False
i started feeling more confident,1,non_english; ,False
i ever feel unsure,4,non_english; ,False
ive used this it really makes my hair feel amazing afterwards,1,duplicate_text; ,True
i feel terrible,0,non_english; ,False
im feeling pretty shaken,4,non_english; ,False
i feel sincerely amazed,5,non_english; ,False
i have been feeling like it has slightly overwhelmed my life,5,non_english; ,False
i dont need or desire anything i dont need or desire anything i dont need or desire anything i was working out on the machines feeling strange very strong though,5,duplicate_text; ,True
i feel just stunned,5,non_english; ,False
i feel grumpy,3,non_english; ,False
